gene_id	gene_name	gene_type	SRR8114380	SRR8114381	SRR8114382	SRR8114383	SRR8114384	SRR8114385
ENSG00000201610.1	RNA5SP84	rRNA_pseudogene	0	0	2	0	0	0	0
ENSG00000201805.1	RNU6-1180P	snRNA	0	0	0	1	0	0	0
ENSG00000201818.1	RNY4P17	misc_RNA	9	9	9	12	9	3	11
ENSG00000201822.1	RNA5SP149	rRNA_pseudogene	0	0	1	0	1	0	0
ENSG00000201861.1	RNA5SP298	rRNA_pseudogene	0	0	0	0	1	0	0
ENSG00000201938.1	Y_RNA	misc_RNA	3	3	7	10	6	4	5
ENSG00000202008.1	Y_RNA	misc_RNA	1	1	1	0	0	1	0
ENSG00000202124.1	RNY4P3	misc_RNA	0	0	0	1	0	0	0
ENSG00000202441.2	RNY4P10	misc_RNA	0	0	0	1	0	0	0
ENSG00000202472.1	RNA5SP248	rRNA_pseudogene	0	0	0	0	1	0	0
ENSG00000202538.1	RNU4-2	snRNA	0	0	0	0	1	1	0
ENSG00000202569.4	MIR146B	miRNA	0	0	1	0	0	0	0
ENSG00000203413.3	ACTBP6	processed_pseudogene	0	0	0	1	0	0	0
ENSG00000203485.13	INF2	protein_coding	0	0	1	0	0	0	0
ENSG00000204084.13	INPP5B	protein_coding	3	3	0	1	0	0	3
ENSG00000204103.4	MAFB	protein_coding	0	0	3	1	3	1	1
ENSG00000204352.3	C9orf129	protein_coding	0	0	0	1	0	0	0
ENSG00000204439.4	C6orf47	protein_coding	0	0	0	0	0	0	1
ENSG00000204569.10	PPP1R10	protein_coding	0	0	0	0	0	0	1
ENSG00000204610.13	TRIM15	protein_coding	0	0	0	0	1	0	0
ENSG00000204611.7	ZNF616	protein_coding	4	4	3	6	3	0	2
ENSG00000204764.14	RANBP17	protein_coding	1	1	0	0	0	0	0
ENSG00000205629.12	LCMT1	protein_coding	0	0	0	0	0	0	1
ENSG00000205667.2	ARSH	protein_coding	0	0	0	0	1	0	0
ENSG00000205794.4	AC098591.2	transcribed_processed_pseudogene	0	0	0	0	0	0	1
ENSG00000206262.9	FOXL2NB	protein_coding	1	1	0	0	0	0	0
ENSG00000206557.6	TRIM71	protein_coding	0	0	0	0	0	0	1
ENSG00000206593.1	RNU6-47P	snRNA	0	0	1	1	2	0	0
ENSG00000206599.1	RNU6-841P	snRNA	0	0	0	0	1	0	0
ENSG00000206743.1	RNU6-484P	snRNA	0	0	0	0	0	1	1
ENSG00000206854.1	RNY3P5	misc_RNA	0	0	1	0	1	0	0
ENSG00000207033.1	RNU6-154P	snRNA	0	0	0	0	1	0	0
ENSG00000207099.1	RNU6-166P	snRNA	0	0	0	0	1	0	0
ENSG00000207260.1	RNU6-35P	snRNA	0	0	0	0	0	1	0
ENSG00000207291.1	RNU6-30P	snRNA	1	1	0	0	1	0	0
ENSG00000207293.1	Y_RNA	misc_RNA	56	56	84	90	89	38	64
ENSG00000207441.1	RNU6-21P	snRNA	0	0	0	0	1	1	1
ENSG00000207483.1	RNU6-1067P	snRNA	0	0	0	0	1	0	0
ENSG00000207547.1	MIR25	miRNA	17	17	31	30	22	14	33
ENSG00000207548.3	MIR217	miRNA	1	1	0	0	2	1	4
ENSG00000207563.1	MIR23B	miRNA	3	3	12	8	12	3	3
ENSG00000207605.3	MIR191	miRNA	156	156	213	254	205	100	190
ENSG00000207607.3	MIR200A	miRNA	0	0	1	1	1	1	1
ENSG00000207613.1	MIR181C	miRNA	0	0	4	3	8	2	4
ENSG00000207651.1	MIR28	miRNA	41	41	31	68	48	21	60
ENSG00000207695.1	MIR184	miRNA	5	5	3	5	11	1	7
ENSG00000207744.1	MIR10B	miRNA	79	79	137	181	160	88	132
ENSG00000207757.1	MIR93	miRNA	25	25	18	45	30	22	27
ENSG00000207759.1	MIR181A1	miRNA	2	2	4	6	4	5	3
ENSG00000207827.1	MIR30A	miRNA	15	15	29	36	31	18	23
ENSG00000207864.3	MIR27B	miRNA	30	30	42	54	38	19	39
ENSG00000207870.1	MIR221	miRNA	0	0	3	4	2	0	0
ENSG00000207947.3	MIR152	miRNA	0	0	0	0	1	0	0
ENSG00000207990.3	MIR182	miRNA	5	5	12	18	12	11	12
ENSG00000207993.3	MIR134	miRNA	9	9	9	13	9	6	3
ENSG00000208009.1	MIR130A	miRNA	14	14	25	20	13	8	13
ENSG00000208012.1	MIRLET7F2	miRNA	37	37	49	55	53	19	50
ENSG00000208017.3	MIR140	miRNA	1	1	0	0	0	0	0
ENSG00000209082.1	MT-TL1	Mt_tRNA	11	11	10	13	12	3	11
ENSG00000210077.1	MT-TV	Mt_tRNA	7	7	21	11	16	4	16
ENSG00000210082.2	MT-RNR2	Mt_rRNA	172	172	240	305	259	102	226
ENSG00000210100.1	MT-TI	Mt_tRNA	1	1	0	0	0	0	0
ENSG00000210176.1	MT-TH	Mt_tRNA	14	14	21	25	23	12	17
ENSG00000210184.1	MT-TS2	Mt_tRNA	197	197	374	378	342	198	302
ENSG00000210191.1	MT-TL2	Mt_tRNA	0	0	1	0	0	0	0
ENSG00000210195.2	MT-TT	Mt_tRNA	130	130	178	233	190	98	175
ENSG00000211745.3	TRBV4-2	TR_V_gene	0	0	0	0	1	0	0
ENSG00000212283.1	SNORD89	snoRNA	0	0	0	1	0	0	0
ENSG00000212325.1	Y_RNA	misc_RNA	1	1	0	0	0	0	1
ENSG00000212452.1	SNORD69	snoRNA	0	0	1	0	0	0	0
ENSG00000212628.1	RNA5SP241	rRNA_pseudogene	0	0	0	0	1	0	0
ENSG00000212935.2	KRTAP10-3	protein_coding	5	5	12	15	12	7	7
ENSG00000213312.3	RPL7AP34	processed_pseudogene	1	1	1	3	4	0	3
ENSG00000213398.8	LCAT	protein_coding	10	10	4	3	4	5	8
ENSG00000213619.10	NDUFS3	protein_coding	0	0	1	0	0	0	0
ENSG00000213672.8	NCKIPSD	protein_coding	1	1	0	0	0	0	0
ENSG00000213904.9	LIPE-AS1	lncRNA	0	0	0	0	0	0	1
ENSG00000214290.8	COLCA2	protein_coding	1	1	0	0	0	0	0
ENSG00000214530.9	STARD10	protein_coding	0	0	0	1	0	0	0
ENSG00000214548.18	MEG3	lncRNA	0	0	0	0	0	1	0
ENSG00000214870.9	AC004540.1	lncRNA	0	0	2	1	0	0	0
ENSG00000214872.8	SMTNL1	protein_coding	2	2	0	4	1	1	2
ENSG00000215016.2	RPL24P7	processed_pseudogene	0	0	0	0	0	0	1
ENSG00000215093.3	EEF1A1P29	processed_pseudogene	0	0	1	0	0	0	0
ENSG00000215223.3	CYP51A1P3	processed_pseudogene	0	0	0	1	0	0	0
ENSG00000215319.2	EIF5P1	processed_pseudogene	0	0	1	0	0	0	0
ENSG00000215474.7	SKOR2	protein_coding	0	0	0	1	0	0	0
ENSG00000215912.12	TTC34	protein_coding	0	0	1	1	0	0	0
ENSG00000216937.13	CCDC7	protein_coding	0	0	2	0	1	0	0
ENSG00000217027.1	TPT1P4	processed_pseudogene	0	0	0	0	0	0	1
ENSG00000217686.2	NUS1P4	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000219329.1	AL357515.1	processed_pseudogene	0	0	1	0	0	0	0
ENSG00000220517.2	ASS1P1	processed_pseudogene	0	0	0	1	1	0	0
ENSG00000221539.1	SNORD99	snoRNA	6	6	11	17	9	5	5
ENSG00000222222.1	RNU2-17P	snRNA	0	0	0	1	0	0	0
ENSG00000222355.1	RNU2-29P	snRNA	0	0	0	0	2	0	0
ENSG00000222477.1	RNU2-23P	snRNA	1	1	0	1	1	0	0
ENSG00000222536.1	RNU2-39P	snRNA	0	0	0	0	0	0	1
ENSG00000222574.1	RN7SKP61	misc_RNA	1	1	0	2	1	0	1
ENSG00000222601.1	Y_RNA	misc_RNA	0	0	0	0	2	0	0
ENSG00000222612.1	RNU2-52P	snRNA	0	0	0	0	1	0	0
ENSG00000222649.1	Y_RNA	misc_RNA	0	0	0	0	1	0	0
ENSG00000222650.1	RNU2-70P	snRNA	0	0	0	1	2	0	0
ENSG00000222796.1	RNU6-383P	snRNA	0	0	1	1	0	0	0
ENSG00000223078.1	RNU2-55P	snRNA	0	0	1	0	0	0	0
ENSG00000223107.1	RNU2-72P	snRNA	1	1	1	0	0	0	0
ENSG00000223125.1	RNU2-32P	snRNA	0	0	0	1	0	1	1
ENSG00000223224.1	SNORD71	snoRNA	1	1	1	0	0	0	0
ENSG00000223336.1	RNU2-6P	snRNA	0	0	0	0	0	0	1
ENSG00000223561.7	AC005165.1	lncRNA	0	0	0	1	0	0	0
ENSG00000223770.5	AC006145.1	lncRNA	0	0	0	0	0	1	0
ENSG00000223834.5	AL161935.1	lncRNA	1	1	0	0	1	0	3
ENSG00000224058.2	AC006509.1	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000224177.7	LINC00570	lncRNA	0	0	0	0	1	0	0
ENSG00000224318.6	CHL1-AS2	lncRNA	4	4	8	5	5	2	6
ENSG00000224592.5	MIR3659HG	lncRNA	0	0	0	0	0	0	1
ENSG00000225057.2	AC012485.1	lncRNA	1	1	0	0	0	0	0
ENSG00000225206.10	MIR137HG	lncRNA	0	0	0	0	0	0	1
ENSG00000225840.2	AC010970.1	processed_pseudogene	2	2	1	2	0	0	1
ENSG00000225972.1	MTND1P23	unprocessed_pseudogene	0	0	0	0	0	1	0
ENSG00000226287.8	TMEM191A	transcribed_unprocessed_pseudogene	0	0	0	0	0	1	0
ENSG00000226487.1	AL139254.1	lncRNA	3	3	9	11	2	3	6
ENSG00000226571.2	AL592429.2	lncRNA	1	1	0	0	0	0	0
ENSG00000226629.1	LINC00974	lncRNA	0	0	0	0	1	0	0
ENSG00000226688.7	ENTPD1-AS1	lncRNA	0	0	2	0	1	0	0
ENSG00000226903.2	LINC00354	lncRNA	0	0	0	1	0	0	0
ENSG00000226965.2	AC073114.1	lncRNA	3	3	1	3	0	0	2
ENSG00000227579.6	AL136114.1	lncRNA	0	0	1	0	0	1	0
ENSG00000227619.3	AL391056.1	lncRNA	0	0	0	1	0	0	0
ENSG00000227744.4	LINC01940	lncRNA	0	0	1	0	0	0	0
ENSG00000227791.3	AC007365.2	processed_pseudogene	1	1	1	0	1	0	0
ENSG00000227995.1	RAB11AP1	processed_pseudogene	2	2	5	1	2	1	2
ENSG00000228021.7	AL158835.1	lncRNA	7	7	20	22	10	8	18
ENSG00000228187.1	AC093433.1	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000229240.9	LINC00710	lncRNA	5	5	5	9	5	2	6
ENSG00000229921.7	KIF25-AS1	lncRNA	0	0	0	1	0	0	0
ENSG00000230325.1	AL359921.1	lncRNA	0	0	1	1	1	0	1
ENSG00000230515.1	AC092580.2	lncRNA	2	2	8	13	2	2	2
ENSG00000230552.6	AC092162.2	lncRNA	3	3	2	2	0	0	2
ENSG00000230581.2	ACTG1P14	processed_pseudogene	0	0	0	0	0	1	0
ENSG00000230587.2	LINC02580	lncRNA	0	0	0	0	0	0	1
ENSG00000231096.1	NDUFB4P3	processed_pseudogene	0	0	0	0	0	0	1
ENSG00000231253.2	LINC01640	lncRNA	0	0	0	1	0	0	0
ENSG00000231437.3	LINC01750	lncRNA	0	0	0	1	0	0	0
ENSG00000231662.1	AL357052.1	lncRNA	0	0	2	1	2	0	2
ENSG00000232044.7	SILC1	lncRNA	0	0	9	25	7	7	7
ENSG00000232190.3	LINC02181	lncRNA	1	1	0	1	2	0	0
ENSG00000232518.3	AC074366.1	lncRNA	4	4	3	5	5	4	2
ENSG00000232807.2	AL137186.2	lncRNA	2	2	1	3	0	1	0
ENSG00000232828.1	AC231533.1	lncRNA	3	3	3	5	3	1	1
ENSG00000232843.2	SNX18P2	processed_pseudogene	1	1	0	0	0	0	0
ENSG00000233058.2	LINC00884	lncRNA	0	0	0	0	0	1	0
ENSG00000233110.1	AC093797.1	lncRNA	3	3	5	4	2	2	2
ENSG00000233397.3	AC008063.2	lncRNA	1	1	0	0	0	0	0
ENSG00000233593.10	LINC02609	lncRNA	0	0	0	1	1	0	0
ENSG00000233597.3	AC133435.1	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000233673.7	ANAPC1P1	transcribed_unprocessed_pseudogene	1	1	0	0	0	0	0
ENSG00000233951.3	RCC2P3	processed_pseudogene	2	2	2	3	4	0	2
ENSG00000234564.1	HSPA8P20	processed_pseudogene	2	2	5	14	4	0	5
ENSG00000234680.1	VN2R3P	unitary_pseudogene	0	0	0	0	0	0	1
ENSG00000235010.1	AL512622.1	lncRNA	0	0	0	1	0	0	1
ENSG00000235194.9	PPP1R3E	protein_coding	3	3	6	3	2	0	6
ENSG00000235472.1	EIF4A1P7	processed_pseudogene	3	3	4	5	2	0	1
ENSG00000235710.5	AL109810.2	protein_coding	1	1	1	0	0	2	0
ENSG00000235724.10	AC009299.3	lncRNA	14	14	23	26	29	11	24
ENSG00000235831.7	BHLHE40-AS1	lncRNA	24	24	53	52	60	32	48
ENSG00000236062.1	GSTM5P1	processed_pseudogene	0	0	0	1	0	0	0
ENSG00000236211.1	MTCO1P7	unprocessed_pseudogene	4	4	4	4	3	3	4
ENSG00000236287.8	ZBED5	protein_coding	0	0	1	2	0	1	0
ENSG00000236680.1	AL356000.1	processed_pseudogene	0	0	0	0	0	1	0
ENSG00000236732.1	AC094019.2	unprocessed_pseudogene	0	0	0	0	2	0	1
ENSG00000237190.4	CDKN2AIPNL	protein_coding	0	0	0	1	0	0	0
ENSG00000237276.8	ANO7L1	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	1
ENSG00000238043.1	AC024559.1	lncRNA	0	0	0	0	1	0	0
ENSG00000238265.1	LINC00317	lncRNA	0	0	0	0	0	0	1
ENSG00000239254.1	AC009220.2	processed_pseudogene	0	0	0	0	0	0	1
ENSG00000239900.12	ADSL	protein_coding	5	5	1	5	5	1	8
ENSG00000241360.2	PDXP	protein_coding	0	0	0	0	1	0	1
ENSG00000241478.1	HSPA8P9	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000241788.2	COX6B1P2	processed_pseudogene	3	3	2	0	1	1	3
ENSG00000242158.3	RN7SL361P	misc_RNA	0	0	0	1	0	0	0
ENSG00000242574.9	HLA-DMB	protein_coding	1	1	5	4	6	0	4
ENSG00000242802.9	AP5Z1	protein_coding	1	1	3	5	2	2	1
ENSG00000243225.2	AC007686.1	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000243700.3	RN7SL598P	misc_RNA	0	0	1	0	0	0	0
ENSG00000244754.8	N4BP2L2	protein_coding	1	1	0	0	0	0	0
ENSG00000245598.6	DACT3-AS1	lncRNA	1	1	4	19	9	2	6
ENSG00000245848.3	CEBPA	protein_coding	0	0	0	1	0	0	0
ENSG00000247077.7	PGAM5	protein_coding	0	0	0	0	1	0	0
ENSG00000248473.2	LINC01962	lncRNA	178	178	284	333	281	149	240
ENSG00000248587.8	GDNF-AS1	lncRNA	0	0	0	0	0	1	0
ENSG00000248610.1	HSPA8P4	processed_pseudogene	0	0	0	0	0	0	1
ENSG00000248729.1	MTCO1P30	processed_pseudogene	0	0	0	0	0	0	1
ENSG00000248746.6	ACTN3	protein_coding	0	0	1	1	0	0	0
ENSG00000249001.5	AC093895.1	lncRNA	1	1	0	0	0	0	0
ENSG00000249464.6	LINC01091	lncRNA	0	0	0	1	0	0	0
ENSG00000249471.8	ZNF324B	protein_coding	2	2	2	2	1	1	2
ENSG00000249483.1	AC026726.1	lncRNA	0	0	0	1	0	0	1
ENSG00000249484.9	LINC01470	lncRNA	1	1	1	2	0	0	2
ENSG00000249550.7	LINC01234	lncRNA	0	0	0	0	1	0	0
ENSG00000250359.1	PTP4A1P4	processed_pseudogene	1	1	0	0	0	0	0
ENSG00000251165.6	F11-AS1	lncRNA	1	1	0	1	1	2	0
ENSG00000251441.3	RTEL1P1	transcribed_processed_pseudogene	0	0	1	0	0	0	0
ENSG00000251470.1	ASNSP4	unprocessed_pseudogene	1	1	0	0	0	0	0
ENSG00000251478.1	AC008817.1	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000251680.6	AC008591.1	lncRNA	4	4	5	5	2	5	7
ENSG00000251698.1	RNA5SP445	rRNA_pseudogene	12	12	23	27	18	6	18
ENSG00000251705.1	RNA5-8SP6	rRNA_pseudogene	0	0	0	1	0	0	0
ENSG00000251898.1	SCARNA11	scaRNA	96	96	141	181	147	61	142
ENSG00000251955.1	RNU6-27P	snRNA	0	0	1	0	0	0	0
ENSG00000252288.1	RNU6-966P	snRNA	1	1	0	0	0	0	0
ENSG00000252412.1	Y_RNA	misc_RNA	0	0	0	1	0	0	1
ENSG00000252420.1	Y_RNA	misc_RNA	1	1	0	0	0	0	0
ENSG00000252487.1	RNY4P20	misc_RNA	17	17	22	22	32	14	26
ENSG00000252639.1	RNU2-24P	snRNA	0	0	0	1	0	0	0
ENSG00000253099.1	RNU2-60P	snRNA	0	0	0	0	0	1	1
ENSG00000253361.3	AC069120.1	lncRNA	1	1	3	5	0	0	3
ENSG00000253406.1	AC012613.2	lncRNA	0	0	0	1	0	0	0
ENSG00000253537.3	PCDHGA7	protein_coding	64	64	123	150	111	57	110
ENSG00000253868.4	FER1L6-AS2	lncRNA	0	0	0	0	1	0	1
ENSG00000254274.1	TDGF1P5	processed_pseudogene	27	27	49	58	44	34	45
ENSG00000254324.3	MIR151A	miRNA	28	28	43	51	32	12	47
ENSG00000254369.6	HOXA-AS3	lncRNA	0	0	1	0	0	0	0
ENSG00000254498.1	AC104042.1	processed_pseudogene	1	1	3	1	1	0	0
ENSG00000254506.1	AP003080.1	transcribed_processed_pseudogene	0	0	0	2	0	0	1
ENSG00000254635.6	WAC-AS1	lncRNA	5	5	4	2	7	8	6
ENSG00000254739.1	AC137894.1	lncRNA	1	1	2	3	0	1	1
ENSG00000255002.2	LINC02324	lncRNA	1	1	0	1	1	0	1
ENSG00000255172.2	OR5AM1P	unprocessed_pseudogene	0	0	0	0	0	0	1
ENSG00000255470.1	AC090099.1	lncRNA	0	0	0	0	0	1	0
ENSG00000255680.1	AC091564.6	lncRNA	0	0	0	0	0	1	0
ENSG00000255717.7	SNHG1	lncRNA	1	1	1	8	10	1	2
ENSG00000255808.1	AP003065.1	lncRNA	0	0	1	0	0	0	0
ENSG00000256069.7	A2MP1	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0
ENSG00000256463.8	SALL3	protein_coding	1	1	0	0	0	0	0
ENSG00000256686.1	AC019209.3	lncRNA	0	0	0	0	1	0	0
ENSG00000256913.1	AC005840.3	processed_pseudogene	4	4	3	2	2	2	2
ENSG00000257609.1	AC091515.1	processed_pseudogene	1	1	0	1	0	1	2
ENSG00000257711.2	AC079385.2	lncRNA	8	8	16	17	14	4	7
ENSG00000257950.3	P2RX5-TAX1BP3	protein_coding	0	0	0	0	0	1	0
ENSG00000258428.5	AL161757.2	lncRNA	0	0	0	0	1	0	0
ENSG00000259045.1	MTCO1P2	unprocessed_pseudogene	1	1	0	0	0	0	0
ENSG00000259330.3	INAFM2	protein_coding	0	0	0	0	0	0	1
ENSG00000259424.1	IRAIN	lncRNA	0	0	2	0	6	2	1
ENSG00000259462.3	CPEB1-AS1	lncRNA	1	1	2	7	1	3	2
ENSG00000259881.1	AC092384.2	lncRNA	0	0	0	0	1	0	0
ENSG00000260459.2	FTLP14	processed_pseudogene	0	0	1	1	0	0	0
ENSG00000260464.1	AL049796.1	lncRNA	1	1	1	0	1	2	2
ENSG00000260778.5	AC009065.4	lncRNA	1	1	1	1	1	0	0
ENSG00000260908.1	AC009093.3	transcribed_unprocessed_pseudogene	0	0	0	1	1	0	0
ENSG00000261175.6	LINC02188	lncRNA	6	6	1	4	3	1	3
ENSG00000261210.8	CLEC19A	protein_coding	0	0	0	0	0	0	2
ENSG00000261298.1	AC122134.1	lncRNA	1	1	3	6	1	1	3
ENSG00000261441.1	AC124068.2	lncRNA	3	3	2	2	2	1	1
ENSG00000263080.1	AC009121.3	lncRNA	0	0	1	0	0	0	0
ENSG00000263120.1	AC004584.3	lncRNA	2	2	3	11	1	3	4
ENSG00000264364.3	DYNLL2	protein_coding	1	1	0	0	1	0	0
ENSG00000264736.1	BDP1P	processed_pseudogene	1	1	0	0	0	0	1
ENSG00000265097.1	RBM22P1	processed_pseudogene	3	3	1	2	2	0	1
ENSG00000265253.1	MIR4446	miRNA	10	10	14	24	20	10	15
ENSG00000266053.2	NDUFV2-AS1	lncRNA	0	0	1	0	0	0	0
ENSG00000266256.3	LINC00683	lncRNA	0	0	0	1	0	1	0
ENSG00000266265.3	KLF14	protein_coding	1	1	0	0	0	0	0
ENSG00000266297.1	MIR744	miRNA	0	0	1	0	0	0	0
ENSG00000267235.2	ZNF861P	unprocessed_pseudogene	0	0	11	8	5	1	6
ENSG00000267252.6	LINC01255	lncRNA	0	0	0	1	0	0	0
ENSG00000267327.2	AC009271.1	lncRNA	0	0	1	4	1	1	0
ENSG00000267444.1	SMUG1P1	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000268230.5	AC012313.3	lncRNA	2	2	0	1	2	0	0
ENSG00000268257.2	AIRN	lncRNA	0	0	0	1	0	0	0
ENSG00000268297.1	CLEC4GP1	unprocessed_pseudogene	5	5	4	4	4	4	3
ENSG00000268573.1	AC011815.1	lncRNA	2	2	0	0	0	0	0
ENSG00000270196.1	AC007255.2	processed_pseudogene	6	6	4	9	11	5	5
ENSG00000270917.1	AL161911.1	processed_pseudogene	0	0	0	0	1	0	0
ENSG00000271290.1	AL390058.1	processed_pseudogene	0	0	0	1	0	0	0
ENSG00000271484.1	ABI1P1	unprocessed_pseudogene	0	0	0	1	0	0	0
ENSG00000271500.1	AC005183.1	processed_pseudogene	0	0	1	0	0	0	0
ENSG00000271886.1	MIR98	miRNA	6	6	9	16	7	2	7
ENSG00000272031.3	ANKRD34A	protein_coding	1	1	1	2	2	0	1
ENSG00000272106.1	AL691432.2	lncRNA	0	0	0	0	0	0	1
ENSG00000272435.1	RNA5SP357	rRNA_pseudogene	0	0	0	1	0	0	0
ENSG00000272674.3	PCDHB16	protein_coding	0	0	0	0	0	0	1
ENSG00000272941.1	AC083862.2	lncRNA	0	0	0	0	1	0	0
ENSG00000273238.2	TMEM271	protein_coding	0	0	1	0	0	0	0
ENSG00000273487.1	AC104836.1	lncRNA	0	0	1	0	0	0	0
ENSG00000273489.1	AC008264.2	lncRNA	5	5	5	20	6	3	6
ENSG00000273796.1	BX322562.1	lncRNA	0	0	0	0	1	0	0
ENSG00000274211.6	SOCS7	protein_coding	2	2	0	3	1	0	2
ENSG00000274351.1	AL137000.1	unprocessed_pseudogene	2	2	6	7	6	2	1
ENSG00000274379.1	AL121612.1	lncRNA	2	2	6	4	3	0	2
ENSG00000274755.1	U2	snRNA	1	1	0	1	0	0	0
ENSG00000274766.2	BX072579.2	lncRNA	0	0	0	1	0	0	0
ENSG00000275126.1	HIST1H4L	protein_coding	0	0	0	1	0	0	0
ENSG00000275832.5	ARHGAP23	protein_coding	0	0	0	0	0	0	1
ENSG00000275877.1	5_8S_rRNA	rRNA	0	0	0	0	0	0	1
ENSG00000276045.3	ORAI1	protein_coding	0	0	0	1	0	0	0
ENSG00000276168.1	RN7SL1	misc_RNA	7	7	5	6	3	1	4
ENSG00000278099.1	U1	snRNA	0	0	0	1	0	0	0
ENSG00000278705.1	HIST1H4B	protein_coding	0	0	1	2	1	1	0
ENSG00000279021.1	AC092139.2	TEC	1	1	0	0	0	0	0
ENSG00000279063.1	AC008735.5	TEC	4	4	12	3	4	1	3
ENSG00000279159.1	AC003681.1	lncRNA	0	0	2	0	0	0	0
ENSG00000279300.1	AC008761.3	TEC	0	0	1	0	0	0	0
ENSG00000279395.3	OR5L1	protein_coding	1	1	0	0	0	0	0
ENSG00000279494.1	AL117328.2	lncRNA	1	1	0	0	0	0	0
ENSG00000279774.1	AL590483.3	TEC	0	0	1	0	0	0	0
ENSG00000279964.1	AC009949.1	TEC	1	1	3	4	1	2	7
ENSG00000280036.1	AC020661.4	lncRNA	2	2	4	3	4	1	3
ENSG00000280344.1	AC009166.2	TEC	0	0	0	0	0	0	1
ENSG00000281344.1	HELLPAR	lncRNA	2	2	4	4	3	0	2
ENSG00000282881.2	TMEM275	protein_coding	4	4	9	12	11	5	10
ENSG00000283154.2	IQCJ-SCHIP1	protein_coding	0	0	0	0	0	0	2
ENSG00000283269.1	AC005524.1	transcribed_unprocessed_pseudogene	1	1	0	0	0	0	0
ENSG00000283290.1	U6	snRNA	0	0	0	0	1	0	0
ENSG00000283418.1	U6	snRNA	0	0	0	0	1	0	0
ENSG00000283489.1	U6	snRNA	0	0	0	1	0	0	0
ENSG00000283907.1	AD000090.1	lncRNA	2	2	2	2	3	0	1
ENSG00000284188.2	AL451007.3	protein_coding	0	0	0	0	1	0	0
ENSG00000284196.3	AL158064.1	lncRNA	0	0	0	0	1	0	0
ENSG00000284485.1	MIR205	miRNA	1	1	7	3	5	0	2
ENSG00000285040.1	AC092723.4	lncRNA	1	1	1	0	1	3	1
ENSG00000285081.1	AC004593.2	lncRNA	1	1	0	0	0	0	0
ENSG00000285748.2	AC090337.2	lncRNA	0	0	1	0	0	1	0
ENSG00000285879.1	AC018628.2	lncRNA	0	0	0	0	0	0	1
ENSG00000286021.2	LINC02822	lncRNA	0	0	0	1	0	0	0
ENSG00000286041.1	AC074139.1	lncRNA	0	0	0	1	0	0	0
ENSG00000286171.1	AC073140.1	lncRNA	198	198	323	389	337	147	307
ENSG00000286177.1	AC011462.5	lncRNA	1	1	3	2	1	0	3
ENSG00000286447.1	AC109782.1	lncRNA	1	1	3	9	4	3	6
ENSG00000286627.1	AP005900.1	lncRNA	0	0	0	2	0	0	1
ENSG00000286965.1	AC108066.2	lncRNA	0	0	1	0	0	0	0
ENSG00000287011.1	AC003077.1	lncRNA	0	0	0	0	0	1	0
ENSG00000287677.1	AC025839.1	lncRNA	0	0	0	0	1	0	0
ENSG00000287762.1	AC108050.1	lncRNA	3	3	0	3	2	3	1
